brand,model,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,engine_size,car_age,age_range,milage_range
Chevrolet,Other,129000.0,Gasoline,A/T,White,Beige,None reported,Yes,17950.0,366.0,18,13+,100K–150K
Jeep,Other,10232.0,Gasoline,Automatic,Other,Other,None reported,Yes,44646.0,3.6,3,0–3,0–25K
Acura,Other,3708.0,Gasoline,Automatic,White,Other,None reported,Unknown,58998.0,3.5,2,0–3,0–25K
Nissan,Other,167000.0,Gasoline,A/T,Black,Beige,Unknown,Unknown,14500.0,284.0,7,7–9,150K+
Tesla,Other,37000.0,Gasoline,1-Speed A/T,Gray,Black,None reported,Yes,58000.0,518.0,6,4–6,25K–50K
Subaru,Other,10419.0,Gasoline,Variable,Other,Black,At least 1 accident or damage reported,Unknown,24998.0,2.0,3,0–3,0–25K
Audi,Other,96238.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,22500.0,420.0,11,10–12,75K–100K
Subaru,Other,12700.0,Gasoline,CVT Transmission,White,Beige,None reported,Yes,38500.0,260.0,3,0–3,0–25K
Chevrolet,Other,244000.0,E85 Flex Fuel,A/T,Gray,Gray,None reported,Yes,16900.0,320.0,18,13+,150K+
Porsche,Other,124000.0,Gasoline,8-Speed A/T,White,Beige,None reported,Yes,25000.0,420.0,10,10–12,100K–150K
BMW,Other,123000.0,Gasoline,A/T,Other,Black,None reported,Yes,15000.0,300.0,16,13+,100K–150K
GMC,Other,24900.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,49900.0,310.0,3,0–3,0–25K
Ford,Other,95500.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,20000.0,365.0,9,7–9,75K–100K
Cadillac,Other,4283.0,Gasoline,10-Speed Automatic,Black,Other,None reported,Yes,479995.0,6.2,4,4–6,0–25K
Lexus,Other,48300.0,Gasoline,A/T,White,Other,None reported,Yes,82000.0,383.0,4,4–6,25K–50K
BMW,M3 Base,94000.0,Gasoline,6-Speed M/T,Gray,Other,None reported,Yes,25999.0,414.0,17,13+,75K–100K
Nissan,Other,183000.0,Gasoline,A/T,Black,Gray,At least 1 accident or damage reported,Yes,12000.0,261.0,14,13+,150K+
Ford,Other,126225.0,Hybrid,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,11500.0,188.0,12,10–12,100K–150K
Volkswagen,Other,87892.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,16000.0,210.0,9,7–9,75K–100K
Cadillac,Other,45000.0,Gasoline,6-Speed A/T,Other,Black,None reported,Yes,41500.0,556.0,13,13+,25K–50K
Aston,Other,1023.0,Gasoline,8-Speed A/T,Blue,Brown,None reported,Yes,156900.0,503.0,3,0–3,0–25K
Lexus,Other,106000.0,Gasoline,A/T,Black,Beige,None reported,Yes,37500.0,301.0,10,10–12,100K–150K
GMC,Other,51300.0,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25500.0,193.0,6,4–6,50K–75K
Ford,Other,30176.0,Gasoline,8-Speed Automatic,Black,Other,None reported,Yes,28979.0,1.5,4,4–6,25K–50K
Nissan,Other,27598.0,Gasoline,9-Speed Automatic,Black,Black,None reported,Unknown,39884.0,5.6,4,4–6,25K–50K
Volkswagen,Other,107000.0,Gasoline,A/T,Black,Beige,None reported,Yes,9499.0,170.0,13,13+,100K–150K
Land,Other,17500.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,65000.0,518.0,6,4–6,0–25K
RAM,Other,117878.0,Diesel,Transmission w/Dual Shift Mode,Other,Black,None reported,Yes,42000.0,350.0,8,7–9,100K–150K
Nissan,Other,138700.0,Gasoline,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,7000.0,265.0,15,13+,100K–150K
Cadillac,Other,152068.0,E85 Flex Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,12350.0,403.0,16,13+,150K+
BMW,Other,77000.0,Gasoline,Transmission w/Dual Shift Mode,White,Other,At least 1 accident or damage reported,Yes,26999.0,240.0,9,7–9,75K–100K
Ford,Other,26000.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,37000.0,350.0,8,7–9,25K–50K
Lexus,Other,131200.0,Hybrid,A/T,Other,Brown,None reported,Yes,14000.0,134.0,11,10–12,100K–150K
Buick,Other,83280.0,Gasoline,6-Speed Automatic,Other,Other,None reported,Unknown,20599.0,3.6,8,7–9,75K–100K
BMW,M3 Base,59000.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,53500.0,425.0,10,10–12,50K–75K
Volkswagen,Other,15500.0,Gasoline,8-Speed A/T,Silver,Black,None reported,Yes,30000.0,268.0,5,4–6,0–25K
BMW,Other,90000.0,Gasoline,8-Speed A/T,White,Other,None reported,Yes,19950.0,300.0,12,10–12,75K–100K
INFINITI,Other,94000.0,Gasoline,Transmission w/Dual Shift Mode,White,Gray,At least 1 accident or damage reported,Yes,10995.0,280.0,19,13+,75K–100K
Hummer,Other,63750.0,Gasoline,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,55000.0,393.0,17,13+,50K–75K
Mercedes-Benz,Other,95500.0,Gasoline,A/T,Black,Beige,At least 1 accident or damage reported,Yes,15990.0,228.0,14,13+,75K–100K
Acura,Other,37900.0,Gasoline,A/T,White,Black,None reported,Yes,26000.0,201.0,6,4–6,25K–50K
Porsche,Other,13250.0,Gasoline,7-Speed A/T,Other,Gray,None reported,Yes,154900.0,475.0,10,10–12,0–25K
RAM,Other,76249.0,Gasoline,8-Speed Automatic,Other,Other,At least 1 accident or damage reported,Unknown,40995.0,5.7,6,4–6,75K–100K
BMW,M3 Base,81000.0,Gasoline,6-Speed M/T,Blue,Gray,None reported,Yes,39000.0,333.0,24,,75K–100K
Chevrolet,Other,37806.0,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,60894.0,355.0,3,0–3,25K–50K
Dodge,Other,151544.0,Gasoline,5-Speed A/T,Other,Gray,At least 1 accident or damage reported,Yes,17700.0,355.0,15,13+,150K+
Chevrolet,Camaro 2SS,60345.0,Gasoline,6-Speed A/T,Other,Black,None reported,Yes,26950.0,400.0,13,13+,50K–75K
Dodge,Other,90305.0,Gasoline,A/T,Gray,Black,None reported,Yes,12000.0,250.0,15,13+,75K–100K
Jeep,Other,13275.0,Gasoline,8-Speed Automatic,Other,Other,None reported,Unknown,42599.0,3.6,3,0–3,0–25K
Chevrolet,Camaro 2SS,8660.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,45000.0,455.0,7,7–9,0–25K
Ford,Other,28220.0,Diesel,10-Speed A/T,Silver,Black,None reported,Yes,73600.0,475.0,4,4–6,25K–50K
Ford,Other,97700.0,Diesel,6-Speed A/T,Black,Black,None reported,Yes,39950.0,440.0,10,10–12,75K–100K
Chevrolet,Other,4200.0,Gasoline,A/T,White,Black,None reported,Yes,98000.0,490.0,2,0–3,0–25K
Bentley,Other,27404.0,Gasoline,Automatic,Other,Other,None reported,Unknown,199991.0,4.0,5,4–6,25K–50K
Lincoln,Other,100000.0,Gasoline,Transmission w/Dual Shift Mode,White,Other,None reported,Yes,24000.0,240.0,9,7–9,75K–100K
Ford,Other,333361.0,Diesel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,17000.0,250.0,24,,
Land,Other,63295.0,Gasoline,8-Speed A/T,Blue,Other,None reported,Yes,29993.0,340.0,7,7–9,50K–75K
Land,Other,3000.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,96500.0,518.0,3,0–3,0–25K
Chevrolet,Other,102604.0,E85 Flex Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,25500.0,355.0,11,10–12,100K–150K
Mercedes-Benz,Other,39800.0,Gasoline,7-Speed A/T,White,Other,None reported,Yes,99000.0,563.0,8,7–9,25K–50K
Ford,Other,124000.0,E85 Flex Fuel,6-Speed A/T,White,Gray,None reported,Yes,40100.0,385.0,6,4–6,100K–150K
Tesla,Other,12080.0,Gasoline,A/T,Black,Black,None reported,Yes,36750.0,271.0,3,0–3,0–25K
Lexus,Other,39300.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,69500.0,383.0,7,7–9,25K–50K
INFINITI,Other,51000.0,Gasoline,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,29000.0,295.0,6,4–6,50K–75K
Rivian,R1S Adventure Package,250.0,Gasoline,1-Speed A/T,Other,Black,Unknown,Unknown,97500.0,835.0,2,0–3,0–25K
Land,Other,67000.0,Gasoline,8-Speed A/T,Gray,Beige,None reported,Yes,35999.0,340.0,8,7–9,50K–75K
INFINITI,Other,95400.0,Gasoline,A/T,White,Beige,Unknown,Unknown,14195.0,265.0,11,10–12,75K–100K
Hyundai,Other,136991.0,Gasoline,6-Speed A/T,Gray,Gray,None reported,Yes,11000.0,198.0,12,10–12,100K–150K
Toyota,Other,3959.0,Gasoline,10-Speed A/T,Blue,Gray,None reported,Yes,55000.0,389.0,3,0–3,0–25K
Jeep,Other,47500.0,Gasoline,A/T,Other,Black,None reported,Yes,31000.0,293.0,5,4–6,25K–50K
Ford,Other,176691.0,Diesel,A/T,White,Beige,At least 1 accident or damage reported,Yes,13000.0,325.0,20,13+,150K+
Tesla,Other,33000.0,Gasoline,1-Speed A/T,Other,Other,None reported,Yes,55000.0,455.0,4,4–6,25K–50K
Mercedes-Benz,Other,34600.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,27500.0,402.0,11,10–12,25K–50K
RAM,Other,84500.0,Gasoline,A/T,Black,Gray,None reported,Yes,34000.0,410.0,11,10–12,75K–100K
Kia,Other,36100.0,Hybrid,6-Speed A/T,Black,Other,None reported,Yes,37500.0,227.0,3,0–3,25K–50K
Hyundai,Other,92225.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,17000.0,311.0,10,10–12,75K–100K
Jeep,Other,17500.0,Gasoline,9-Speed A/T,Silver,Black,None reported,Yes,25695.0,180.0,5,4–6,0–25K
Ford,Other,114323.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,6000.0,175.0,14,13+,100K–150K
Toyota,Other,92000.0,Gasoline,A/T,Other,Black,None reported,Yes,27500.0,260.0,11,10–12,75K–100K
BMW,Other,29025.0,Gasoline,Automatic,Other,Black,None reported,Unknown,29998.0,2.0,7,7–9,25K–50K
Dodge,Other,17000.0,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,65000.0,475.0,4,4–6,0–25K
Hyundai,Other,96476.0,Gasoline,6-Speed A/T,White,Gray,None reported,Yes,13000.0,290.0,10,10–12,75K–100K
Volkswagen,Other,36311.0,Gasoline,8-Speed Automatic,Other,Other,None reported,Yes,39127.0,3.6,4,4–6,25K–50K
Land,Other,56842.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,35000.0,510.0,9,7–9,50K–75K
Nissan,Other,23677.0,Gasoline,Automatic CVT,Other,Other,None reported,Unknown,29510.0,3.5,4,4–6,0–25K
Buick,Other,27340.0,Gasoline,6-Speed Automatic,Other,Other,None reported,Unknown,31700.0,2.5,5,4–6,25K–50K
Chevrolet,Other,26177.0,Gasoline,Automatic,Other,Other,Unknown,Unknown,41986.0,5.3,5,4–6,25K–50K
Pontiac,Other,122348.0,Gasoline,A/T,Other,Black,At least 1 accident or damage reported,Yes,10000.0,260.0,16,13+,100K–150K
BMW,Other,98000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,22500.0,315.0,10,10–12,75K–100K
Tesla,Other,32300.0,Gasoline,A/T,Black,Black,None reported,Yes,29000.0,,6,4–6,25K–50K
MINI,Other,18997.0,Gasoline,Transmission w/Dual Shift Mode,Other,Black,None reported,Yes,26750.0,189.0,6,4–6,0–25K
Porsche,Other,40350.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,67995.0,330.0,9,7–9,25K–50K
Ford,Other,156856.0,E85 Flex Fuel,6-Speed A/T,Black,Brown,None reported,Yes,14300.0,310.0,14,13+,150K+
Bentley,Other,1919.0,Gasoline,8-SPEED A/T,Other,Other,None reported,Unknown,289991.0,12.0,3,0–3,0–25K
BMW,Other,61773.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,46000.0,567.0,8,7–9,50K–75K
Ford,Mustang GT Premium,74500.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,22000.0,412.0,14,13+,50K–75K
Jeep,Other,99000.0,Gasoline,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,5000.0,172.0,9,7–9,75K–100K
INFINITI,Other,63496.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,15000.0,330.0,17,13+,50K–75K
Ford,F-150 XLT,18465.0,Gasoline,10-Speed A/T,Black,Gray,None reported,Yes,47500.0,400.0,3,0–3,0–25K
Porsche,Other,42635.0,Gasoline,Transmission w/Dual Shift Mode,Blue,Other,None reported,Yes,72995.0,355.0,18,13+,25K–50K
INFINITI,Other,99000.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,18900.0,298.0,20,13+,75K–100K
Chrysler,Other,87500.0,Gasoline,8-Speed A/T,White,Beige,None reported,Yes,13750.0,292.0,12,10–12,75K–100K
Toyota,Other,138000.0,Gasoline,5-Speed A/T,White,Beige,None reported,Yes,6800.0,210.0,18,13+,100K–150K
Lexus,Other,70891.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,28995.0,260.0,7,7–9,50K–75K
Buick,Other,55403.0,Gasoline,9-Speed A/T,Other,Gray,At least 1 accident or damage reported,Yes,29444.0,310.0,5,4–6,50K–75K
BMW,Other,3213.0,Gasoline,8-Speed A/T,Black,Other,None reported,Yes,89995.0,503.0,3,0–3,0–25K
Pontiac,Other,142314.0,Gasoline,6-Speed M/T,Other,Other,At least 1 accident or damage reported,Yes,21999.0,400.0,20,13+,100K–150K
Toyota,Other,53000.0,Gasoline,A/T,Blue,Black,None reported,Yes,36740.0,260.0,12,10–12,50K–75K
Hyundai,Other,120250.0,Gasoline,A/T,Blue,Gray,None reported,Yes,7500.0,145.0,11,10–12,100K–150K
Porsche,Macan S,72329.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,29500.0,340.0,10,10–12,50K–75K
Hummer,Other,153692.0,Gasoline,4-Speed A/T,Other,Black,None reported,Yes,9995.0,242.0,18,13+,150K+
Tesla,Other,32670.0,Gasoline,A/T,White,Black,None reported,Yes,37000.0,,4,4–6,25K–50K
Ford,Other,235000.0,Gasoline,A/T,White,Gray,Unknown,Unknown,18000.0,275.0,7,7–9,150K+
Rivian,Other,8681.0,Gasoline,A/T,Gray,Black,None reported,Yes,82000.0,835.0,3,0–3,0–25K
Audi,Other,98400.0,Gasoline,7-Speed A/T,White,Other,None reported,Yes,18000.0,333.0,13,13+,75K–100K
Toyota,Other,1400.0,Gasoline,A/T,White,Black,None reported,Yes,46500.0,270.0,2,0–3,0–25K
Tesla,Other,32000.0,Gasoline,A/T,Black,Black,None reported,Yes,29999.0,271.0,7,7–9,25K–50K
Ford,Other,92800.0,Gasoline,4-Speed A/T,White,Gray,None reported,Yes,9000.0,210.0,28,,75K–100K
Mercedes-Benz,Other,75151.0,Gasoline,A/T,Black,Black,None reported,Yes,130000.0,416.0,4,4–6,75K–100K
Subaru,Other,94000.0,Gasoline,6-Speed M/T,Gray,Other,None reported,Yes,12500.0,243.0,17,13+,75K–100K
Mercedes-Benz,E-Class E 350,67350.0,Gasoline,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,18700.0,302.0,11,10–12,50K–75K
BMW,M3 Base,66500.0,Gasoline,6-Speed M/T,Other,Black,None reported,Yes,21000.0,333.0,24,,50K–75K
Mercedes-Benz,Other,70612.0,Gasoline,7-Speed A/T,White,Beige,None reported,Yes,14500.0,201.0,11,10–12,50K–75K
Toyota,Other,112630.0,Gasoline,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,11500.0,266.0,18,13+,100K–150K
Dodge,Other,124705.0,E85 Flex Fuel,A/T,Black,Black,None reported,Yes,6499.0,283.0,11,10–12,100K–150K
BMW,Other,61000.0,Gasoline,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,34000.0,335.0,7,7–9,50K–75K
RAM,Other,157272.0,Diesel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,32999.0,350.0,8,7–9,150K+
Mercedes-Benz,Other,84000.0,Gasoline,7-Speed A/T,Blue,Gray,None reported,Yes,20399.0,362.0,10,10–12,75K–100K
Jeep,Other,27981.0,Gasoline,A/T,Other,Black,None reported,Yes,47500.0,285.0,5,4–6,25K–50K
Bentley,Other,18000.0,Gasoline,A/T,Blue,Beige,None reported,Yes,63000.0,552.0,16,13+,0–25K
Tesla,Other,27123.0,Gasoline,A/T,Other,Black,None reported,Yes,38200.0,425.0,6,4–6,25K–50K
Chevrolet,Other,3053.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,83900.0,490.0,4,4–6,0–25K
Audi,Other,60251.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,19000.0,272.0,10,10–12,50K–75K
Mazda,Other,5093.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,28000.0,181.0,4,4–6,0–25K
Bentley,Other,31875.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,115785.0,600.0,7,7–9,25K–50K
Mercedes-Benz,Other,175722.0,Gasoline,A/T,White,Beige,None reported,Yes,7000.0,302.0,20,13+,150K+
BMW,Other,17900.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,59900.0,560.0,10,10–12,0–25K
GMC,Other,142792.0,Gasoline,6-Speed A/T,White,Brown,None reported,Yes,22999.0,355.0,10,10–12,100K–150K
BMW,Other,53814.0,Gasoline,5-Speed A/T,Gray,Gray,Unknown,Unknown,11800.0,326.0,24,,50K–75K
Toyota,Other,89400.0,Gasoline,A/T,White,Gray,None reported,Yes,26900.0,381.0,15,13+,75K–100K
Chrysler,Other,86000.0,Gasoline,5-Speed A/T,Gray,Black,None reported,Yes,15000.0,340.0,18,13+,75K–100K
smart,Other,61595.0,Gasoline,5-Speed A/T,Blue,Gray,None reported,Yes,5000.0,70.0,17,13+,50K–75K
Toyota,Other,74000.0,E85 Flex Fuel,6-Speed A/T,Other,Black,At least 1 accident or damage reported,Yes,38000.0,381.0,7,7–9,50K–75K
Hummer,Other,130000.0,Gasoline,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,16500.0,316.0,21,,100K–150K
BMW,Other,86000.0,Gasoline,8-Speed A/T,Black,Other,At least 1 accident or damage reported,Yes,29000.0,540.0,10,10–12,75K–100K
Land,Other,140600.0,Gasoline,6-Speed A/T,Other,Beige,None reported,Yes,7500.0,390.0,17,13+,100K–150K
Audi,Other,27532.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,27900.0,252.0,7,7–9,25K–50K
Ford,Other,91000.0,E85 Flex Fuel,6-Speed A/T,Gray,Black,None reported,Yes,12500.0,160.0,8,7–9,75K–100K
Mercedes-Benz,Other,63000.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,28500.0,402.0,11,10–12,50K–75K
Jeep,Other,10500.0,Plug-In Hybrid,8-Speed A/T,Other,Beige,None reported,Yes,49999.0,375.0,3,0–3,0–25K
Mercedes-Benz,Other,75073.0,E85 Flex Fuel,7-Speed A/T,Gray,Black,None reported,Yes,21500.0,302.0,11,10–12,75K–100K
Jeep,Other,140000.0,Gasoline,A/T,Silver,Black,At least 1 accident or damage reported,Yes,9000.0,202.0,17,13+,100K–150K
Mercedes-Benz,Other,30300.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,30500.0,188.0,6,4–6,25K–50K
Chevrolet,Other,139000.0,Gasoline,A/T,White,Black,None reported,Yes,4200.0,169.0,16,13+,100K–150K
Hummer,Other,118000.0,Gasoline,A/T,Gray,Black,None reported,Yes,17900.0,220.0,19,13+,100K–150K
BMW,Other,51000.0,Plug-In Hybrid,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,53000.0,357.0,10,10–12,50K–75K
Cadillac,Other,69423.0,Gasoline,A/T,Other,Beige,None reported,Yes,36500.0,320.0,16,13+,50K–75K
Lincoln,Other,52284.0,Gasoline,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500.0,240.0,8,7–9,50K–75K
Chevrolet,Other,111228.0,Gasoline,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,4000.0,195.0,19,13+,100K–150K
Land,Other,52300.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,49900.0,340.0,6,4–6,50K–75K
Nissan,Other,95993.0,Gasoline,9-Speed Automatic,White,Black,None reported,Yes,32612.0,5.6,4,4–6,75K–100K
Kia,Other,26716.0,Gasoline,Automatic,Other,Black,None reported,Unknown,47541.0,3.8,3,0–3,25K–50K
Chevrolet,Other,39517.0,Gasoline,10-Speed Automatic,Black,Other,At least 1 accident or damage reported,Unknown,67190.0,5.3,2,0–3,25K–50K
Ford,Mustang GT Premium,31600.0,Gasoline,6-Speed M/T,Blue,Gray,None reported,Yes,41000.0,460.0,6,4–6,25K–50K
BMW,Other,83298.0,Gasoline,A/T,Black,Black,None reported,Yes,18300.0,248.0,8,7–9,75K–100K
Land,Other,95212.0,Gasoline,8-Speed A/T,Other,Beige,None reported,Yes,31599.0,340.0,8,7–9,75K–100K
Porsche,911 Carrera,61600.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,51750.0,345.0,15,13+,50K–75K
INFINITI,Other,130921.0,Gasoline,Transmission Overdrive Switch,White,Beige,None reported,Yes,12000.0,400.0,14,13+,100K–150K
RAM,Other,41000.0,Gasoline,8-Speed A/T,White,Gray,Unknown,Unknown,45515.0,410.0,5,4–6,25K–50K
BMW,Other,1500.0,Gasoline,A/T,Gray,Brown,None reported,Yes,90000.0,335.0,1,0–3,0–25K
MINI,Other,79950.0,Gasoline,A/T,Blue,Black,None reported,Yes,17390.0,189.0,8,7–9,75K–100K
Cadillac,Other,31500.0,Gasoline,A/T,White,Beige,None reported,Yes,95000.0,420.0,4,4–6,25K–50K
Audi,Other,61000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,140000.0,610.0,8,7–9,50K–75K
RAM,Other,45867.0,Gasoline,Automatic,Other,Other,None reported,Yes,43449.0,6.4,4,4–6,25K–50K
Porsche,Other,22700.0,Gasoline,7-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,85500.0,350.0,11,10–12,0–25K
Bentley,Other,43000.0,Gasoline,A/T,Black,Black,None reported,Yes,48500.0,552.0,16,13+,25K–50K
Toyota,Other,99000.0,Gasoline,6-Speed A/T,Gray,Gray,None reported,Yes,27000.0,310.0,10,10–12,75K–100K
Toyota,Other,135000.0,Gasoline,A/T,White,Gray,None reported,Yes,16900.0,236.0,19,13+,100K–150K
Cadillac,Other,46000.0,Gasoline,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29000.0,265.0,6,4–6,25K–50K
Ford,Other,79615.0,Gasoline,6-Speed Automatic with Auto-Shift,Black,Other,None reported,Yes,10995.0,2.0,11,10–12,75K–100K
BMW,M5 Base,13250.0,Gasoline,8-Speed Automatic,Other,Other,None reported,Unknown,86900.0,4.4,4,4–6,0–25K
Land,Other,41200.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,60500.0,380.0,6,4–6,25K–50K
Cadillac,Other,116500.0,Gasoline,8-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,30500.0,420.0,9,7–9,100K–150K
Acura,Other,75980.0,Gasoline,A/T,Silver,Black,None reported,Yes,90200.0,,32,,75K–100K
Chevrolet,Other,24059.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,87150.0,650.0,7,7–9,0–25K
Audi,Other,118500.0,E85 Flex Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15400.0,220.0,10,10–12,100K–150K
BMW,Other,15097.0,Gasoline,Automatic,Other,Black,None reported,Unknown,99998.0,4.4,5,4–6,0–25K
Maserati,Other,20000.0,Gasoline,A/T,White,Brown,None reported,Yes,43000.0,424.0,7,7–9,0–25K
BMW,Other,10426.0,Gasoline,Automatic,Other,Other,None reported,Unknown,30798.0,2.0,5,4–6,0–25K
Ford,Other,9500.0,Gasoline,10-Speed A/T,Black,Other,At least 1 accident or damage reported,Yes,63500.0,400.0,2,0–3,0–25K
Nissan,Other,134000.0,Gasoline,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,8500.0,265.0,19,13+,100K–150K
Subaru,Other,10500.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,32500.0,228.0,3,0–3,0–25K
Chevrolet,Other,53100.0,Gasoline,6-Speed A/T,Other,Black,None reported,Yes,17500.0,160.0,7,7–9,50K–75K
Ford,Other,80134.0,E85 Flex Fuel,6-Speed Automatic with Auto-Shift,White,Other,None reported,Yes,13895.0,2.0,8,7–9,75K–100K
Nissan,Other,24000.0,Gasoline,A/T,Gray,Black,None reported,Yes,25500.0,141.0,4,4–6,0–25K
Volvo,Other,61000.0,Gasoline,6-Speed M/T,Blue,Beige,None reported,Yes,10299.0,218.0,19,13+,50K–75K
Lincoln,Other,19700.0,Gasoline,A/T,White,Beige,None reported,Yes,48000.0,335.0,4,4–6,0–25K
Mercedes-Benz,Other,28182.0,Gasoline,7-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,84500.0,469.0,7,7–9,25K–50K
Ford,Other,59500.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,21000.0,310.0,8,7–9,50K–75K
Ford,Other,115402.0,E85 Flex Fuel,A/T,Other,Beige,None reported,Yes,8000.0,152.0,26,,100K–150K
GMC,Other,85500.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,35899.0,355.0,7,7–9,75K–100K
RAM,Other,51000.0,Gasoline,6-Speed A/T,Other,Black,None reported,Yes,44900.0,410.0,5,4–6,50K–75K
Tesla,Other,17500.0,Gasoline,A/T,Gray,Other,None reported,Yes,45000.0,455.0,4,4–6,0–25K
Lexus,Other,132000.0,Gasoline,A/T,Black,Beige,None reported,Yes,9999.0,272.0,14,13+,100K–150K
Jeep,Other,67882.0,Gasoline,Automatic,White,Black,None reported,Unknown,32798.0,3.6,9,7–9,50K–75K
Volvo,Other,62000.0,Gasoline,8-Speed A/T,Silver,Black,None reported,Yes,30500.0,316.0,7,7–9,50K–75K
Porsche,Other,12454.0,Gasoline,6-Speed M/T,Other,Black,None reported,Yes,210000.0,500.0,9,7–9,0–25K
BMW,Other,27965.0,Gasoline,7-Speed A/T,Other,Black,None reported,Yes,58000.0,560.0,8,7–9,25K–50K
Cadillac,Other,119000.0,E85 Flex Fuel,A/T,Black,Black,Unknown,Unknown,20500.0,403.0,12,10–12,100K–150K
BMW,Other,48000.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,32000.0,300.0,7,7–9,25K–50K
BMW,Other,5541.0,Gasoline,Automatic,White,Black,None reported,Unknown,56598.0,3.0,5,4–6,0–25K
Mitsubishi,Other,29000.0,Gasoline,A/T,Other,Beige,None reported,Yes,19500.0,166.0,7,7–9,25K–50K
Dodge,Other,131100.0,E85 Flex Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,12995.0,310.0,15,13+,100K–150K
Subaru,Other,102242.0,Gasoline,Manual,Other,Black,At least 1 accident or damage reported,Unknown,11498.0,2.0,10,10–12,100K–150K
Mercedes-Benz,Other,18069.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,79999.0,523.0,9,7–9,0–25K
